date,portfolio_value,cash,unrealized_pnl,num_positions,returns,cumulative_returns,drawdown
2022-08-01,10000.0,10000.0,0.0,20,,,
2022-08-02,10154.445955093128,10000.0,154.4459550931277,20,0.015444595509312764,0.015444595509312764,0.0
2022-08-03,10156.849579229027,10000.0,156.84957922902734,20,0.00023670657626517766,0.01568495792290281,0.0
2022-08-04,10184.09859871511,10000.0,184.098598715111,20,0.0026828219984480484,0.018409859871511225,0.0
2022-08-05,10120.775258510323,10000.0,120.77525851032227,20,-0.006217864015257812,0.012077525851032389,-0.006217864015257827
2022-08-06,10126.049352698885,10000.0,126.04935269888439,20,0.0005211156313471577,0.012604935269888484,-0.005699988610042645
2022-08-07,10067.094146430514,9942.538321363747,124.55582506676815,19,-0.005822133017024833,0.0067094146430513035,-0.011488935535184352
2022-08-08,10060.895884744967,9901.395592698502,159.50029204646415,18,-0.0006156952140697891,0.006089588474496477,-0.01209755706663047
2022-08-09,10130.454790813292,9901.395592698502,229.0591981147894,18,0.006913788480188421,0.013045479081329026,-0.005267408537127677
2022-08-10,10152.646022423625,9901.395592698502,251.25042972512426,18,0.002190546433360252,0.015264602242362368,-0.003088400606751472
2022-08-11,10189.540109868394,9901.395592698502,288.14451716989294,18,0.003633938124434133,0.018954010986839354,0.0
2022-08-12,10132.63076785221,9837.28476419319,295.3460036590204,17,-0.005585074635612752,0.013263076785220873,-0.005585074635612758
2022-08-13,10127.336037312147,9837.28476419319,290.05127311895745,17,-0.000522542532277126,0.012733603731214682,-0.0061046987288467655
2022-08-14,10184.602613123127,9797.161826455262,387.4407866678652,16,0.005654653464641779,0.018460261312312598,-0.00048456522002260686
2022-08-15,10184.169582295724,9797.161826455262,387.00775584046363,16,-4.251818591760603e-05,0.018416958229572344,-0.0005270628031061803
2022-08-16,10241.418020484392,9797.161826455262,444.25619402913,16,0.005621316271892107,0.024141802048439187,0.0
2022-08-17,10269.938268484411,9797.161826455262,472.7764420291491,16,0.002784794834365112,0.026993826848441094,0.0
2022-08-18,10276.954342984107,9797.161826455262,479.792516528845,16,0.00068316618038744,0.027695434298410593,0.0
2022-08-19,10186.055141386783,9617.385771389912,568.6693699968713,13,-0.008844955281851474,0.01860551413867828,-0.008844955281851417
2022-08-20,10227.035081279279,9617.385771389912,609.6493098893656,13,0.0040231413755056344,0.022703508127927874,-0.004857398411904611
2022-08-21,10208.690888458383,9617.385771389912,591.3051170684697,13,-0.001793696088368324,0.02086908884583827,-0.0066423818037418345
2022-08-22,10205.54945257593,9617.385771389912,588.163681186017,13,-0.0003077217164058066,0.02055494525759305,-0.006948059515017918
2022-08-23,10198.945095383493,9617.385771389912,581.5593239935799,13,-0.000647133917005327,0.01989450953834937,-0.007590697107053682
2022-08-24,10190.826789039951,10190.826789039951,0.0,20,-0.000795994710003578,0.019082678903995065,-0.008380649662314889
2022-08-25,10219.006039361713,10219.006039361713,0.0,20,0.0027651584022669873,0.021900603936171104,-0.005638665083878199
2022-08-26,10484.243610596464,10484.243610596464,0.0,20,0.025955319941401767,0.048424361059646204,0.0
2022-08-27,10237.150141772268,10294.500998125866,-57.35085635359751,18,-0.02356807777477221,0.023715014177226656,-0.023568077774772156
2022-08-28,10321.86533337204,10294.500998125866,27.364335246173358,18,0.008275270991102701,0.03218653333720378,-0.01548783901399505
2022-08-29,10192.61645083827,10294.500998125866,-101.88454728759557,18,-0.012521853207664857,0.019261645083826773,-0.02781575577502279
2022-08-30,10319.100854856688,10294.500998125866,24.599856730821443,18,0.012409414660944584,0.03191008548566843,-0.015751518361598105
2022-08-31,10312.343513664131,10294.500998125866,17.84251553826399,18,-0.0006548381770468126,0.031234351366412838,-0.016396041843075224
2022-09-01,10328.219514918184,10294.500998125866,33.71851679231869,18,0.0015395143919534338,0.03282195149181821,-0.014881769393510257
2022-09-02,10310.463946268286,10294.500998125866,15.96294814242046,18,-0.0017191316106567323,0.031046394626828455,-0.016575317283980102
2022-09-03,10132.02193178692,10135.295363120484,-3.2734313335632645,16,-0.017306885064658162,0.013202193178691646,-0.03359533523749428
2022-09-04,10144.404842057704,10135.295363120484,9.109478937219702,16,0.0012221558889382589,0.014440484205770154,-0.03241423808535737
2022-09-05,10238.513168261125,10135.295363120484,103.21780514064028,16,0.009276870123839709,0.02385131682611208,-0.023438070638398808
2022-09-06,10251.382840850189,10135.295363120484,116.08747772970489,16,0.001256986476215971,0.025138284085018503,-0.022210545500003814
2022-09-07,10318.840842015868,10135.295363120484,183.54547889538472,16,0.006580380638685268,0.031884084201586615,-0.01577631870490139
2022-09-08,10378.439533289116,10135.295363120484,243.1441701686322,16,0.005775715720953478,0.03784395332891144,-0.010091722515910551
2022-09-09,10431.660007798497,10088.828629938847,342.83137785964965,15,0.005127984254152507,0.043166000779849556,-0.005015488455916843
2022-09-10,10439.673819801452,10088.828629938847,350.8451898626048,15,0.0007682202062724297,0.04396738198014494,-0.00425112124922067
2022-09-11,10450.26283869256,10088.828629938847,361.43420875371413,15,0.0010143055304108195,0.04502628386925589,-0.003241127654603395
2022-09-12,10636.003048056768,10088.828629938847,547.1744181179205,15,0.017773735668781043,0.06360030480567658,0.0
2022-09-13,10444.940430898878,10088.828629938847,356.1118009600296,15,-0.017963761038296888,0.04449404308988769,-0.017963761038296867
2022-09-14,10537.642372487695,10088.828629938847,448.8137425488475,15,0.008875296341047667,0.05376423724876944,-0.009247898399863865
2022-09-15,10502.772018878179,10088.828629938847,413.94338893933053,15,-0.0033091228926650507,0.050277201887817924,-0.012526418860224781
2022-09-16,10621.540393241523,10088.828629938847,532.711763302676,15,0.011308288340436734,0.06215403932415242,-0.0013597828761325842
2022-09-17,10699.809208481758,10088.828629938847,610.9805785429111,15,0.007368876108595046,0.06998092084817586,0.0
2022-09-18,10818.82487118775,9999.310346875207,819.5145243125418,13,0.011123157468232892,0.08188248711877488,0.0
2022-09-19,10853.814508955218,9999.310346875207,854.504162080012,13,0.003234144020636709,0.08538145089552174,0.0
2022-09-20,10990.898436126477,9999.310346875207,991.5880892512707,13,0.012630023026296788,0.0990898436126475,0.0
2022-09-21,10944.816978602637,9944.658732317977,1000.1582462846609,12,-0.004192692507499873,0.09448169786026361,-0.00419269250749981
2022-09-22,11170.526400524486,9944.658732317977,1225.8676682065095,12,0.020622493949703946,0.11705264005244853,0.0
2022-09-23,11206.649181785977,9944.658732317977,1261.9904494680002,12,0.0032337581924335446,0.1206649181785977,0.0
2022-09-24,11155.358577124927,11155.358577124927,0.0,20,-0.004576801131993324,0.11553585771249275,-0.00457680113199327
2022-09-25,11219.313613106491,11219.313613106491,0.0,20,0.005733122385927603,0.12193136131064919,0.0
2022-09-26,11034.215002744533,11034.215002744533,0.0,20,-0.016498211632637205,0.1034215002744534,-0.01649821163263715
2022-09-27,11043.072188563649,11034.215002744533,8.857185819114891,20,0.0008027019427219173,0.10430721885636474,-0.01570875283644428
2022-09-28,11039.242669475301,11034.215002744533,5.027666730767525,20,-0.00034678022772627326,0.10392426694752999,-0.016050085579284612
2022-09-29,11095.07493927209,11034.215002744533,60.85993652755652,20,0.005057617761331734,0.10950749392720893,-0.011073643015849557
2022-09-30,11135.089169017952,11034.215002744533,100.87416627341894,20,0.0036064857574082954,0.1135089169017951,-0.007507094194260622
2022-10-01,11103.233396539388,11034.215002744533,69.01839379485514,20,-0.0028608457458247916,0.1103233396539387,-0.010346463301596191
2022-10-02,11165.561008498713,10944.816921703836,220.74408679487655,19,0.005613464991085504,0.11655610084987122,-0.004791077820035748
2022-10-03,11145.472467711941,10944.816921703836,200.6555460081055,19,-0.0017991519433265823,0.1145472467711941,-0.006581609886391719
2022-10-04,11252.042885295785,10944.816921703836,307.2259635919498,19,0.009561767604969074,0.12520428852957832,0.0
2022-10-05,11301.541233956692,10944.816921703836,356.72431225285555,19,0.0043990543908778434,0.1301541233956689,0.0
2022-10-06,11299.945645631802,10944.816921703836,355.1287239279671,19,-0.00014118325030709755,0.12999456456317993,-0.00014118325030709896
2022-10-07,11314.439997551708,10944.816921703836,369.6230758478718,19,0.0012826921805157987,0.1314439997551704,0.0
2022-10-08,11311.144337789945,10944.816921703836,366.32741608610854,19,-0.0002912790878272231,0.13111443377899423,-0.00029127908782713535
