timestamp,open,high,low,close,volume,turnover,date
1729814400000,1.128,1.145,0.922,0.983,1253787.8,1356043.9728,2024-10-25
1729900800000,0.983,1.271,0.904,1.149,6503291.4,7417156.5018,2024-10-26
1729987200000,1.149,1.255,1.026,1.112,9950063.2,11304818.3761,2024-10-27
1730073600000,1.112,1.135,1.001,1.065,3679011.8,3924337.2192,2024-10-28
1730160000000,1.065,1.124,1.04,1.073,1819290.0,1956615.2164,2024-10-29
1730246400000,1.073,1.184,1.033,1.092,3070496.5,3392204.9603,2024-10-30
1730332800000,1.092,1.236,1.067,1.126,6920497.0,7971933.4077,2024-10-31
1730419200000,1.126,1.22,1.016,1.048,5143026.8,5638317.0823,2024-11-01
1730505600000,1.048,1.091,0.987,1.036,1569529.5,1628600.8985,2024-11-02
1730592000000,1.036,1.081,0.97,1.001,1570011.9,1609416.3105,2024-11-03
1730678400000,1.001,1.036,0.915,0.959,1153642.2,1133286.4562,2024-11-04
1730764800000,0.959,1.047,0.955,1.002,1773493.3,1781763.13,2024-11-05
1730851200000,1.002,1.096,0.985,1.053,3099985.2,3223364.6554,2024-11-06
1730937600000,1.053,1.081,1.007,1.02,1240969.4,1288670.8484,2024-11-07
1731024000000,1.02,1.027,0.933,0.963,1841487.9,1797305.972,2024-11-08
1731110400000,0.963,1.101,0.953,1.033,2031581.4,2072087.2457,2024-11-09
1731196800000,1.033,1.26,1.021,1.197,4680033.9,5257704.5452,2024-11-10
1731283200000,1.197,1.279,1.081,1.137,8028713.6,9458409.6993,2024-11-11
1731369600000,1.137,1.159,1.0,1.038,4082917.5,4385421.2963,2024-11-12
1731456000000,1.038,1.124,0.975,1.04,3339636.6,3476408.5328,2024-11-13
1731542400000,1.04,1.091,0.993,1.014,2417754.1,2499072.3759,2024-11-14
1731628800000,1.014,1.144,0.972,1.068,2217758.0,2312753.2683,2024-11-15
1731715200000,1.068,1.197,1.053,1.128,3600845.2,4045234.0886,2024-11-16
1731801600000,1.128,1.143,0.999,1.026,2384473.1,2519909.5418,2024-11-17
1731888000000,1.026,1.067,1.008,1.032,1899837.4,1970552.7691,2024-11-18
1731974400000,1.032,1.143,0.993,1.102,4107880.1,4453762.4619,2024-11-19
